ECLIPSE ANDROID PROJECT IMPORT SUMMARY
======================================

Manifest Merging:
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/jetty-util-6.1.26-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs-sources/transaction-api-1.1-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/commons-logging-1.1.1.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-android-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-appengine-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-gson-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-java6-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-api-client-servlet-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-android-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-appengine-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-gson-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-gson-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-jackson2-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-jdo-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-http-client-jdo-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-oauth-client-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-oauth-client-1.18.0-rc.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-oauth-client-appengine-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-oauth-client-java6-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-oauth-client-jetty-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/google-oauth-client-servlet-1.18.0-rc.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/gson-2.1.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/gson-2.1.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/httpclient-4.0.1.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/httpcore-4.0.1.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/jackson-core-2.1.3.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/jackson-core-2.1.3.jar.properties
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/jdo2-api-2.3-eb.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/jetty-6.1.26.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/jetty-util-6.1.26.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/jsr305-1.3.9.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/libs/transaction-api-1.1.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/proguard-google-api-client.txt
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/readme.html
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/trip.com-messageEndpoint-v1-20150318153658-java-1.18.0-rc-sources.jar
* endpoint-libs/libmessageEndpoint-v1/messageEndpoint/trip.com-messageEndpoint-v1-20150318153658-java-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/LICENSE.txt
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/classpath-include
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/APACHE-LICENSE.txt
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/CDDL-LICENSE.txt
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/css/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/css/maven-base.css
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/css/maven-theme.css
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/css/print.css
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/css/site.css
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-api-client-android-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-api-client-appengine-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-api-client-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-api-client-gson-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-api-client-jackson2-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-api-client-java6-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-api-client-servlet-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-http-client-android-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-http-client-appengine-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-http-client-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-http-client-gson-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-http-client-jackson2-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-http-client-jdo-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-oauth-client-appengine-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-oauth-client-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-oauth-client-java6-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-oauth-client-jetty-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/google-oauth-client-servlet-dependencies.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/close.gif
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/collapsed.gif
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/expanded.gif
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/external.png
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/icon_error_sml.gif
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/icon_info_sml.gif
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/icon_success_sml.gif
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/icon_warning_sml.gif
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/logos/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/logos/build-by-maven-black.png
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/logos/build-by-maven-white.png
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/logos/maven-feather.png
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/dependencies/images/newwindow.png
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/descriptor.json
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/commons-logging-1.1.1-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-api-client-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-api-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-api-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-api-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-api-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-api-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-api-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-http-client-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-http-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-http-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-http-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-http-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-http-client-jdo-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-oauth-client-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-oauth-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-oauth-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-oauth-client-jetty-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/google-oauth-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/gson-2.1-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/httpclient-4.0.1-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/httpcore-4.0.1-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/jackson-core-2.1.3-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/jdo2-api-2.3-eb-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/jetty-6.1.26-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/jetty-util-6.1.26-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs-sources/transaction-api-1.1-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/commons-logging-1.1.1.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-android-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-appengine-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-gson-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-java6-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-api-client-servlet-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-android-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-appengine-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-gson-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-gson-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-jackson2-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-jdo-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-http-client-jdo-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-oauth-client-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-oauth-client-1.18.0-rc.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-oauth-client-appengine-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-oauth-client-java6-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-oauth-client-jetty-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/google-oauth-client-servlet-1.18.0-rc.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/gson-2.1.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/gson-2.1.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/httpclient-4.0.1.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/httpcore-4.0.1.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/jackson-core-2.1.3.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/jackson-core-2.1.3.jar.properties
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/jdo2-api-2.3-eb.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/jetty-6.1.26.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/jetty-util-6.1.26.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/jsr305-1.3.9.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/libs/transaction-api-1.1.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/proguard-google-api-client.txt
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/readme.html
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/trip.com-tosyncendpoint-v1-20150318153719-java-1.18.0-rc-sources.jar
* endpoint-libs/libtosyncendpoint-v1/tosyncendpoint/trip.com-tosyncendpoint-v1-20150318153719-java-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/
* endpoint-libs/libtripendpoint-v1/tripendpoint/
* endpoint-libs/libtripendpoint-v1/tripendpoint/LICENSE.txt
* endpoint-libs/libtripendpoint-v1/tripendpoint/classpath-include
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/APACHE-LICENSE.txt
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/CDDL-LICENSE.txt
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/css/
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/css/maven-base.css
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/css/maven-theme.css
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/css/print.css
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/css/site.css
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-api-client-android-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-api-client-appengine-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-api-client-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-api-client-gson-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-api-client-jackson2-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-api-client-java6-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-api-client-servlet-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-http-client-android-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-http-client-appengine-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-http-client-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-http-client-gson-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-http-client-jackson2-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-http-client-jdo-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-oauth-client-appengine-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-oauth-client-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-oauth-client-java6-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-oauth-client-jetty-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/google-oauth-client-servlet-dependencies.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/close.gif
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/collapsed.gif
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/expanded.gif
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/external.png
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/icon_error_sml.gif
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/icon_info_sml.gif
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/icon_success_sml.gif
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/icon_warning_sml.gif
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/logos/
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/logos/build-by-maven-black.png
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/logos/build-by-maven-white.png
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/logos/maven-feather.png
* endpoint-libs/libtripendpoint-v1/tripendpoint/dependencies/images/newwindow.png
* endpoint-libs/libtripendpoint-v1/tripendpoint/descriptor.json
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/commons-logging-1.1.1-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-api-client-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-api-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-api-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-api-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-api-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-api-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-api-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-http-client-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-http-client-android-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-http-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-http-client-gson-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-http-client-jackson2-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-http-client-jdo-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-oauth-client-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-oauth-client-appengine-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-oauth-client-java6-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-oauth-client-jetty-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/google-oauth-client-servlet-1.18.0-rc-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/gson-2.1-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/httpclient-4.0.1-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/httpcore-4.0.1-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/jackson-core-2.1.3-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/jdo2-api-2.3-eb-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/jetty-6.1.26-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/jetty-util-6.1.26-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs-sources/transaction-api-1.1-sources.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/commons-logging-1.1.1.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-android-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-appengine-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-gson-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-java6-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-api-client-servlet-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-android-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-android-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-appengine-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-gson-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-gson-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-jackson2-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-jackson2-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-jdo-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-http-client-jdo-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-oauth-client-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-oauth-client-1.18.0-rc.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-oauth-client-appengine-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-oauth-client-java6-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-oauth-client-jetty-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/google-oauth-client-servlet-1.18.0-rc.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/gson-2.1.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/gson-2.1.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/httpclient-4.0.1.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/httpcore-4.0.1.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/jackson-core-2.1.3.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/jackson-core-2.1.3.jar.properties
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/jdo2-api-2.3-eb.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/jetty-6.1.26.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/jetty-util-6.1.26.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/jsr305-1.3.9.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/libs/transaction-api-1.1.jar
* endpoint-libs/libtripendpoint-v1/tripendpoint/proguard-google-api-client.txt
* endpoint-libs/libtripendpoint-v1/tripendpoint/readme.html
* endpoint-libs/libtripendpoint-v1/tripendpoint/trip.com-tripendpoint-v1-20150318153712-java-1.18.0-rc-sources.jar
